time,seconds_elapsed,z,y,x
1733700181847555600,0.0185556640625,0.0832107826501131,-0.04595920262038707,0.13678805905878544
1733700181857509600,0.028509521484375,0.05316811108589172,-0.007319967624545097,0.03979132764041424
1733700181867463700,0.038463623046875,0.029565701702237126,0.01925327426344156,-0.01768178716301918
1733700181877418500,0.04841845703125,0.03726970020830631,0.05444806789383292,-0.054909401795268056
1733700181887372500,0.05837255859375,0.056012979122996326,0.05477993019670248,-0.07826631198525429
1733700181897326600,0.06832666015625,0.06085574297904968,0.023270693211257458,-0.09848083249628543
1733700181907280600,0.07828076171875,0.07242460021972656,0.006681377460062503,-0.11576982094943522
1733700181917235700,0.088235595703125,0.04293196375370025,-0.041719519224017856,-0.16007190401256083
1733700181927189500,0.098189453125,0.02346738482713699,-0.09364712872952222,-0.17548340815603733
1733700181937143600,0.1081435546875,0.0264168822824955,-0.0760062580987811,-0.10894202075600623
1733700181947098400,0.118098388671875,-0.009077624946832657,-0.050651305959373706,-0.0641927784472704
1733700181957052700,0.128052734375,-0.013995207604765891,-0.014706278483569622,-0.025562311279773712
1733700181967006700,0.1380068359375,0.006200023683905601,0.0012339257091283798,-0.022806875091791152
1733700181976960800,0.147960693359375,0.013972411251068115,0.005479308193922043,-0.02967325372993946
1733700181986915600,0.15791552734375,-0.0021487024664878845,-0.007900105600059031,-0.02319558214843273
1733700181996869600,0.16786962890625,-0.004887772041559219,0.02137581937536597,-0.005848141506314277
1733700182006823400,0.177823486328125,-0.007705752071738243,0.04419716138392687,0.02289806050658226
1733700182016778500,0.187778564453125,-0.027579496321082114,0.02103650441840291,0.02476853055357933
1733700182026732500,0.197732666015625,-0.04813479309380054,0.04142696601822972,0.02705810279548168
1733700182036686300,0.207686279296875,-0.042028292912244795,0.04833981414660811,0.06783844147324562
1733700182046640400,0.217640380859375,-0.047393034815788264,0.04548237888887524,0.07985211987197399
1733700182056595200,0.22759521484375,-0.0544411997616291,0.047059126686304804,0.11387421646118163
1733700182066549200,0.23754931640625,-0.056470075240731235,0.027583295713365076,0.13098317217230795
1733700182076503300,0.24750341796875,-0.028060557836294173,0.009474369179457426,0.12002689387202262
1733700182086458400,0.257458251953125,-0.009973112481832504,-0.003208879043906927,0.07816402065455913
1733700182096412400,0.267412353515625,0.014541735571622848,-0.015523586215823887,0.06829787567853927
1733700182106366500,0.277366455078125,0.018148235630989072,-0.015820815596729515,0.07647650595903396
1733700182116320300,0.2873203125,0.016655366724729538,-0.010759002162516117,0.054546413701772684
1733700182126275300,0.297275390625,0.019800094491243363,-0.014679098215699194,0.04835340428054333
1733700182136229400,0.3072294921875,0.018051789519190786,-0.0045662850022315975,0.043775428840517994
1733700182146183200,0.31718310546875,0.02218961997628212,-0.019754940175265072,0.023092121773958203
1733700182156138500,0.327138427734375,0.023482582396268843,-0.010129618217796087,0.005626023188233375
1733700182166092300,0.33709228515625,0.05877601409554481,-0.00032747838869690894,-0.01629062506556511
1733700182176046300,0.34704638671875,0.04310732032060623,0.005989011281728744,-0.023165771532058715
1733700182186000400,0.35700048828125,0.03499298744797706,0.03323708369135856,-0.03623158933222294
1733700182195955200,0.366955078125,0.006298807883262634,0.03413081766068935,-0.010717793369293212
1733700182205909200,0.3769091796875,-0.04292202688157558,0.05319850622415542,-0.01356909114718437
1733700182215863600,0.386863525390625,-0.09448153372704982,0.08147256068065763,-0.003513561078906059
1733700182225818400,0.396818359375,-0.0900210471868515,0.07631167078614234,-0.04282558076977729
1733700182235772400,0.4067724609375,-0.057393035304546355,0.04555544412508607,-0.06271802971959113
1733700182245726500,0.4167265625,-0.01884673928916454,0.019952070182561874,-0.044935704791545864
1733700182255681300,0.426681396484375,0.013254033848643302,-0.008850538192689418,-0.007530980026721954
1733700182265635300,0.43663525390625,0.039086394241452216,-0.016206892304867507,0.030179449686408042
1733700182275589400,0.44658935546875,0.06296703604459762,-0.02721694661900401,0.059901218733191486
1733700182285543400,0.45654345703125,0.056387657654285425,-0.025329525437206027,0.048613516521453855
1733700182295498500,0.46649853515625,0.05947860940694809,-0.033903000254184,0.022280220869183538
1733700182305452300,0.476452392578125,0.05475742610394954,-0.04324994366168976,-0.0031529110729694365
1733700182315406300,0.48640625,0.04325812696814537,-0.025868016228079795,-0.022380174112319944
1733700182325361200,0.496361083984375,0.0422632707118988,-0.019363018248230217,-0.030864509341120717
1733700182335315500,0.5063154296875,0.02382394317984581,-0.004720014259219169,-0.0373135393500328
1733700182345269500,0.51626953125,0.036432080340385434,0.016240794574469326,-0.028265140497684478
1733700182355223300,0.526223388671875,0.050070145070552824,-0.0032147242628037926,-0.03263911779820919
1733700182365178400,0.536178466796875,0.020405659168958663,-0.0007842822454869747,-0.02195464217662811
1733700182375132400,0.54613232421875,0.008061725902557373,0.0169717391975224,-0.013890578186511992
1733700182385086200,0.556086181640625,-0.011170797833800315,0.02623436532244086,0.0019259996265172958
1733700182395041500,0.56604150390625,-0.025345453658699987,0.005759148048609494,0.0019949732095003126
1733700182404995300,0.575995361328125,-0.01747252832651138,-0.005987549977004528,0.014528291568160056
1733700182414949400,0.585949462890625,0.004300912064313888,-0.019595365699380637,0.002669511470198631
1733700182424903400,0.5959033203125,0.00865092396736145,-0.01451353239044547,0.02590776371657848
1733700182434858200,0.605858154296875,0.01210953998863697,-0.0055520811691880225,0.03166004363298416
1733700182444812300,0.615812255859375,0.014056582403182983,0.00970832406580448,0.06538461858034134
1733700182454766300,0.625766357421875,0.010518471404910088,0.010120265867561101,0.050339609661698335
1733700182464721400,0.635721435546875,0.013368015617132186,0.01454027426689863,0.041748891448974604
1733700182474675500,0.645675537109375,-0.0267827929854393,0.019838526805490253,-0.0018850830942392348
