avg,max,med,min,q25,q75,std,pitch_mean,pitch_std,roll_mean,roll_std,stability,movement_intensity,position
0.04499349378415952,0.046249195049008034,0.04488595235393671,0.04395287537975661,0.04434433501499042,0.04553511112310581,0.0010034705954646617,-18.618140146491346,3.976448716816242,-47.42336782857031,49.990460523397026,0.02230257112902722,0.002296319669251423,back
0.12987326497524532,0.484667662801084,0.07609088287083415,-0.05778168180959011,-0.015354059579282252,0.25140378030678295,0.16468693772361512,-11.572199908653618,37.23941346691078,-2.061810849404347,90.22129639196073,1.2680588091398604,0.7983196335561377,back
0.31319988350022093,0.5467195437850717,0.31877424327125325,0.07567887022807827,0.20020913105497617,0.43816305425090957,0.14668972079332407,-2.128880884367987,30.414723233278952,14.098898764309116,96.06514542338299,0.46835815886636684,1.4740594136253327,back
0.06934728487596609,0.30475327074337094,0.0012878101263447549,-0.038989086711383625,-0.0210693928117444,0.15219445353416497,0.11301688418823652,-22.829554710998373,26.458916059639854,-4.154877934587116,83.85622228303329,1.6297232745359458,0.9696555599603109,back
0.02754845173146864,0.14544423322848277,0.014595783695221656,-0.07472092029833916,-0.03317461471431941,0.09867836950529685,0.07128424434750003,-20.655728465273743,32.00594539063255,-4.204187284652083,77.73801907399839,2.587595304532919,0.683486631139723,back
-0.048309441169174905,-0.013625173435375849,-0.048256858291104904,-0.07086514463298334,-0.05890865699957719,-0.04367832226509494,0.013287259975521581,-32.91496096294457,19.905168135491397,-10.7542548316975,53.906239854340654,-0.2750447873944744,0.18224019402652647,back
-0.014417372997884403,0.05173594332221898,-0.01750467863434719,-0.060010806043211844,-0.03670316867850655,-0.0029751106112743796,0.028898162760212617,-26.273208426076806,20.830987479434494,-5.881984553107976,66.99990613309107,-2.0043986352058116,0.22325813558789637,back
-0.009447697525513403,0.01855876105837583,-0.0066041169940612545,-0.043906504395935374,-0.021561499358000086,0.003539116123078097,0.01726926170665549,-23.255759320785973,18.032838605503652,-0.29477966433922176,71.60582495054175,-1.827880460823395,0.24254546318555692,back
-0.029299664942541156,-0.006496526012322941,-0.028303244144601176,-0.05817995677598058,-0.036838240001420205,-0.021123770987736507,0.013434364398624603,-29.99675190252171,19.64894456839614,-9.144044401273995,68.4482318130564,-0.45851597364578744,0.22379526188493712,back
-0.030090948106306484,0.031197669691031257,-0.03354447931484586,-0.06356640568878805,-0.044615173925133256,-0.021651097188699064,0.022691611478819467,-30.2521591742774,22.251908831232488,-1.6179978551766852,60.03715883657911,-0.7541009142900267,0.32525722245823385,back
-0.04269979917916034,-0.019056748215628135,-0.04493086707303571,-0.058720153674775136,-0.05218974684999295,-0.03505526189894677,0.010868817971281097,-35.049962249772015,15.880342866494507,-7.1401663643463085,58.91680977201729,-0.254540259678449,0.20322677416029686,back
-0.04471469282491813,-0.0012519728486622868,-0.05048225402067055,-0.06682398403285378,-0.05530801472722063,-0.035701565486301934,0.015989939403194597,-36.58766596572062,20.020387237558023,-9.06954589488787,59.55888543971755,-0.35759922282824885,0.2320585819519191,back
-0.03215313009670651,0.005551499086897095,-0.03166246535884866,-0.06750643046498672,-0.04866525024747582,-0.015190843582084484,0.020323457082485383,-31.644586703618547,18.495070986862974,-4.275968988765286,61.38001767115037,-0.6320833157256792,0.2788232793781944,back
-0.026445401825729832,0.004434726602231879,-0.02771413101282201,-0.05511332670478003,-0.039384356156312986,-0.011890172831046085,0.01591327866953108,-31.28211164788096,17.26748248977798,-8.76172791644337,67.68398263021975,-0.6017408536424048,0.290391186350666,back
