time,seconds_elapsed,z,y,x
1733698024806551300,0.02255126953125,-0.05471007983088493,-0.2196300449291244,-0.11403759032934903
1733698024816506000,0.032506103515625,-0.21993805143237113,-0.005331460688449442,-0.2230366019695997
1733698024826460200,0.042460205078125,-0.2275035182505846,0.12394483450073748,-0.18786591986715792
1733698024836415200,0.052415283203125,-0.1397960087031126,0.12712814071197062,-0.05583645351231098
1733698024846369300,0.062369384765625,-0.052284898510575294,0.05955178424101323,0.055476388028264045
1733698024856323300,0.0723232421875,0.006656535279750824,-0.03880355871208012,0.0904153072014451
1733698024866278100,0.082278076171875,0.08065934460163116,-0.08823639225978404,0.08984744418561458
1733698024876232200,0.092232177734375,0.128127782741189,-0.05677450154740363,0.07555617624372243
1733698024886186200,0.102186279296875,0.10440320828258991,-0.005934577680751681,0.05905716912448406
1733698024896141300,0.112141357421875,0.010953355690836906,0.04307904407419264,0.047936932434141634
1733698024906095400,0.122095458984375,-0.0793985308855772,0.0441697253877297,0.03038958530575037
1733698024916050200,0.13205029296875,-0.08336977260410786,0.03455762823801487,0.01776625057607889
1733698024926004200,0.142004150390625,-0.018389058649539946,-0.01641202295552939,0.02751081499904394
1733698024935958300,0.151958251953125,0.05283084195554256,-0.03610423662550747,0.039060383017361165
1733698024945913300,0.161913330078125,0.09408931953907013,-0.037977081292681396,0.042513153819739816
1733698024955867400,0.171867431640625,0.08793664212822913,-0.0180937289647758,0.03846446295082569
1733698024965821200,0.1818212890625,0.0449514868825674,0.04175122953653335,0.00016658873856067658
1733698024975776300,0.1917763671875,0.006791559836268424,0.06768189920466393,-0.05937836390286684
1733698024985730000,0.20172998046875,-0.03298924641013145,0.06843724761661142,-0.08569237033277749
1733698024995685000,0.21168505859375,-0.03393500282764435,0.04416738730017095,-0.08766483944952487
1733698025005639400,0.221639404296875,0.002957096239924431,0.023802863859198987,-0.0452761887922883
1733698025015593200,0.23159326171875,0.05091419467926025,0.021379764898121354,0.017221768435835838
1733698025025548300,0.24154833984375,0.05764847137033939,0.03123487702347338,0.08124298970848322
1733698025035502000,0.251502197265625,0.046074353432655334,0.023767134958691892,0.11068038885593413
1733698025045456100,0.2614560546875,0.05092880772650241,0.009393266767263412,0.07960925102680921
1733698025055411200,0.2714111328125,0.04009878615438938,0.00014342705868184566,0.03265343858450651
1733698025065365200,0.281365234375,0.024895371803641316,-0.009296053470484912,-0.034304128400981425
1733698025075320300,0.2913203125,0.008712298765778542,-0.0018334990374743937,-0.07227554713785649
1733698025085274000,0.301274169921875,0.023064064723253248,-0.011832878471724689,-0.08369827390611172
1733698025095228200,0.311228271484375,0.054824646121263504,-0.03292867532931268,-0.09078969347178935
1733698025105183200,0.321183349609375,0.09784136554896831,-0.06675689331423491,-0.05246025507748127
1733698025115137000,0.331136962890625,0.11478022539019583,-0.06364124551173299,-0.019423077872395514
1733698025125091300,0.34109130859375,0.07732172461152076,-0.0638451340533793,0.027121523420512675
1733698025135046100,0.351046142578125,0.04592822296023369,-0.03653367755133658,0.056015317210555075
1733698025145000200,0.361000244140625,0.006878653597831725,-0.005670483384467661,0.06297726517766714
1733698025154955300,0.370955322265625,-0.0035872108370065686,0.017356025807373224,0.07279898649007081
1733698025164909000,0.380908935546875,-0.026965163815021512,0.014141520740278064,0.08452771046757697
1733698025174863000,0.390863037109375,-0.019250059393048285,0.04467778450772166,0.09244184459298849
1733698025184818200,0.400818115234375,-0.03316109584569931,0.05039780612234026,0.08929828587025404
1733698025194772200,0.410772216796875,-0.01794365296959877,0.06472421844284981,0.05273614940941333
1733698025204727300,0.420727294921875,-0.014983634120225905,0.06965670640897005,0.034222295336425304
1733698025214681000,0.43068115234375,-0.01913081692755222,0.042070013162121174,-0.006319558410346508
1733698025224635100,0.44063525390625,-0.013882979401946067,0.04103716298304498,-0.004780804535746574
1733698025234590200,0.450590087890625,-0.011775193467736244,0.045840910002961754,-0.007763911999762058
1733698025244544300,0.460544189453125,-0.006334463718533516,0.03119410662166774,0.010100538253784179
1733698025254498300,0.470498291015625,0.005917699611186981,0.005502871732600033,0.013922434629499911
1733698025264453000,0.480453125,-0.004940963533520699,0.014832169885560869,0.07809007863551377
1733698025274407200,0.4904072265625,0.00018587796092033385,0.0045235418390482665,0.10451105257123708
1733698025284362200,0.5003623046875,0.001450198808312416,-0.01961640848740935,0.11728344038277863
1733698025294316300,0.51031640625,-0.009873743760585784,-0.021592421268112956,0.11080898367166518
1733698025304270300,0.520270263671875,-0.0010854571491479873,-0.026795506336539984,0.11293781239390373
1733698025314225200,0.53022509765625,0.01690320400595665,-0.013981909731775521,0.08293722640573978
1733698025324179200,0.54017919921875,0.01822597704231739,0.012228745921514928,0.033445758005976677
1733698025334133200,0.55013330078125,-0.01884381667971611,0.05396035744212568,0.018362170642614365
1733698025344088300,0.56008837890625,-0.02034954506754875,0.058033488632552324,0.02232815166413784
1733698025354042400,0.57004248046875,-0.02914776855111122,0.04193444061633199,0.020181202763319014
1733698025363997200,0.5799970703125,-0.0015063129097223282,0.013841039956361054,0.005127426016330719
1733698025373951200,0.589951171875,0.011353753185272215,-0.015808723300136624,0.0025809564039111135
1733698025383905300,0.5999052734375,0.04457096313238144,-0.025485373586043716,-0.013290566466748715
1733698025393860000,0.609860107421875,0.05143734177052974,-0.03441719685401767,-0.02480593995451927
1733698025403814400,0.619814453125,0.054105684196949,-0.009806998667307198,-0.021645137836039066
1733698025413769200,0.629769287109375,0.059518356895446774,-0.004755450898781419,-0.018582535395026207
1733698025423723300,0.63972314453125,0.05354045152962208,0.0016561697091907262,-0.0033650925189256664
1733698025433677300,0.64967724609375,0.033391397470235826,0.002736439226567745,-0.0034837504625320433
1733698025443632000,0.659632080078125,0.021291794353723525,0.0030127719499170777,0.015918284621834755
1733698025453586200,0.669586181640625,0.03532090422809124,0.010235635875537991,0.028271277977526186
1733698025463540200,0.679540283203125,0.007104863569140434,0.027889219857379792,0.023358663755655287
1733698025473495300,0.689495361328125,0.013504793739318847,0.030264826414920388,0.020887889727950096
1733698025483449300,0.699449462890625,0.00421498734652996,0.027165179899148642,0.02122282077074051
1733698025493404200,0.709404052734375,0.006678162589669227,0.029141996397450565,0.033223055166006085
1733698025503358200,0.719358154296875,0.021097148564457893,0.022855573071725664,0.030893443174660203
1733698025513312000,0.72931201171875,0.017259762358665467,0.005452602850086987,0.027383973748981952
1733698025523267300,0.739267333984375,0.014844517910480498,0.007228051557391882,0.03299216901957989
1733698025533221000,0.74922119140625,-0.0026437925070524216,0.01560987625978887,0.030433132186532017
1733698025543175200,0.759175048828125,-0.007423427999019622,0.02065305805876851,0.03147591923773289
1733698025553130200,0.769130126953125,-0.006356675550341606,0.016582557216845453,0.00824175864458084
1733698025563084000,0.779083984375,-0.0136550158649683,0.01597907489836216,0.0027688801914453505
1733698025573039400,0.789039306640625,-0.02085983267724514,0.012067052553780376,0.0014548749834299086
1733698025582993200,0.7989931640625,0.014366963526606559,0.011964578559994696,0.016146540419757365
1733698025592947200,0.808947265625,0.014793664506077766,0.019490188291855157,0.04560381331145763
1733698025602902300,0.81890234375,-0.0022129998743534085,0.01173986642602831,0.05470072748064995
1733698025612856000,0.82885595703125,0.00870060832798481,-0.00829677676744759,0.057356794947385784
1733698025622811400,0.838811279296875,0.01359481011033058,-0.04081950164437294,0.0361766442745924
1733698025632765200,0.84876513671875,0.0225128605812788,-0.05958309269472956,0.03542845625579357
1733698025642719200,0.85871923828125,0.019219664254784583,-0.04719437043853104,0.037001404660940165
1733698025652674300,0.86867431640625,0.012891045755147934,-0.026605025265738366,0.04330196610987186
1733698025662628000,0.878628173828125,0.02307750872671604,-0.0013699731789529324,0.05145107803493738
1733698025672582100,0.88858203125,0.10481178908348082,0.20519491153713315,-0.13851356767714024
1733698025682537200,0.898537109375,1.0156892009168863,-0.01726363481618464,0.7084872920513152
1733698025692491300,0.9084912109375,0.06899053411781787,-0.103624150201492,-0.08836042049825191
1733698025702446300,0.9184462890625,-1.129361757326126,-0.20226174416206777,-0.6790887636095285
1733698025712400100,0.928400146484375,-1.0313070412874221,0.09123349171653389,-0.4470040550485253
1733698025722354200,0.938354248046875,-0.1835965719848871,0.21632183369658886,0.06287818871736527
1733698025732309000,0.94830908203125,0.4134101207435131,0.17687555663418023,0.49271512812674045
1733698025742263300,0.95826318359375,0.5143465296983718,0.04553593570701778,0.6167009887576103
1733698025752218400,0.96821826171875,0.302153393304348,-0.04465115222912282,0.3706108434587717
1733698025762172200,0.978172119140625,0.01791442687511444,-0.036006365741603076,0.08051321412920952
1733698025772126200,0.988126220703125,-0.17910335221886634,-0.0013695347875356673,-0.16253391021192073
1733698025782081000,0.9980810546875,-0.2426864743351936,0.054803968659415836,-0.21959990551918743
1733698025792035000,1.00803515625,-0.17852759815752506,0.11024437205884605,-0.13714052575826643
1733698025801989400,1.0179892578125,-0.02535188339948654,0.08573339646290987,-0.032813889843225474
1733698025811944200,1.027944091796875,0.08350888881385325,0.00853595581818372,0.06550707591623067
1733698025821898200,1.037898193359375,0.16436112563908098,-0.07764160421565175,0.058039224253594875
1733698025831853000,1.04785302734375,0.2696335179716349,-0.11596695095673203,0.00011895020455121993
1733698025841807000,1.05780712890625,0.26455694535970686,-0.11715539355631917,-0.062360010062158105
1733698025851761200,1.06776123046875,0.1459095231473446,-0.08469703915249556,-0.08307078965753316
1733698025861716200,1.07771630859375,-0.018476736932992933,-0.04374843123573809,-0.04859481182098389
1733698025871670300,1.087670166015625,-0.10323299545943737,-0.01233940322175622,-0.014258826977014541
1733698025881624300,1.097624267578125,-0.04007482075691223,-0.016856332656927406,0.054202714830636975
